domeng.cn,做梦网
cqgtfw.gov.cn,重庆市国土资源和房屋管理局公众信息网
cqsw.gov.cn,重庆市国家税务局
cqmetro.cn,重庆市轨道交通（集团）有限公司
96096kp.com,重庆市公路客运联网售票网
cqgzfglj.gov.cn,重庆市公共租赁房信息网
cqgj.net,重庆市公共交通控股（集团）有限公司
cqcgs.gov.cn,重庆市公安局交通管理局车辆管理所
cqga.gov.cn,重庆市公安局公众信息网
cqgs.gov.cn,重庆市工商行政管理局公众信息网
cqgs12315.cn,重庆市工商行政管理局公众信息网
cqsfybjy.com,重庆市妇幼保健院
fl.gov.cn,重庆市涪陵区政府公众信息网
fj.cq.gov.cn,重庆市奉节县人民政府
dj.cq.gov.cn,重庆市垫江县人民政府
cqbz.cn,重庆市第八中学
cq-l-tax.gov.cn,重庆市地方税务局
cqdz.gov.cn,重庆市大足区人民政府网
cqdzjw.cn,重庆市大足区教育委员会
ddk.gov.cn,重庆市大渡口区人民政府
ccc.gov.cn,重庆市城乡建设委员会
ck.cq.gov.cn,重庆市城口县人民政府
bb.cq.gov.cn,重庆市北碚区人民政府
cqbn.gov.cn,重庆市巴南区人民政府网站
cqbnhrss.gov.cn,重庆市巴南区人力资源和社会保障网
cq12320.cn,重庆市12320卫生热线
cqtimes.cn,重庆时报官网
jwc.tstc.edu.cn,重庆师范学院教务处
swsm.edu.cn,重庆师范大学涉外商贸学院
jwc.cqnu.edu.cn,重庆师范大学教务处
zsb.cqnu.edu.cn,重庆师范大学本专科招生信息网
www.cqnu.edu.cn,重庆师范大学
chongqing.8684.com,重庆生活网
18680.net,重庆生活网
cqshw.com.cn,重庆生活网
cqsq.com,重庆社区
cq.winshang.com,重庆商业地产网
e.chinacqsb.com,重庆商报电子报
chinacqsb.com,重庆商报
spb.cq.gov.cn,重庆沙坪坝区政府
cqsxedu.com,重庆三峡职业学院
sxyyc.net,重庆三峡医药高等专科学校
sanxiau.net,重庆三峡学院
cqrb.cn,重庆日报网
cqrbepaper.cqnews.net,重庆日报数字报
www.swuyc.edu.cn,重庆人文科技学院
cqpx.cc,重庆人事人才培训
kszx.cqhrss.gov.cn,重庆人事考试中心
cqrsksw.com,重庆人事考试网
cqhrss.gov.cn,重庆人力资源和社会保障网
cqjob.com,重庆人才网
cqrc.net,重庆人才公共信息网
news.online.cq.cn,重庆热线新闻频道
qianjiang.gov.cn,重庆黔江网
gsxt.cqgs.gov.cn,重庆企业信用信息公示系统
bjbbzz.com,重庆企业信用网
cqqjnews.cn,重庆綦江网
cqnjl.cn,重庆农家乐网
cqrcb.com,重庆农村商业银行
nks.edu.cn,重庆南开中学官网
57023.com,重庆美亚国际旅行社
cq.meituan.com,重庆美团网
cqmama.net,重庆妈妈网
023yts.com,重庆旅游网
bbs.classic023.com,重庆论坛
cq.loupan.com,重庆楼盘网
cqshuimofang.com,重庆龙门阵欢乐水魔方主题乐园
cqlys.com,重庆刘一手餐饮管理有限公司
cq6.com,重庆溜
cqleaders.com,重庆领导干部考试网
chongqing.liebiao.com,重庆列表网
cquae.com,重庆联合产权交易所集团
zs.cqut.edu.cn,重庆理工大学本专科招生信息网
cqut.edu.cn,重庆理工大学
chongqing.lotour.com,重庆乐途旅游网
cqust.edu.cn,重庆科技学院
cqkjg.cn,重庆科技馆
cqie.cn,重庆科创职业学院
cummins-cq.com,重庆康明斯发动机有限公司
jfrcq.com,重庆金夫人官网
cq.edulife.com.cn,重庆教育人生
zsjy.cqjtu.edu.cn,重庆交通大学招生就业信息网
cqjtu.edu.cn,重庆交通大学
jb.cq.gov.cn,重庆江北政府网
cqa.cn,重庆江北机场
cqjsxx.com,重庆建设工程信息网
jym.com.cn,重庆建设·雅马哈摩托车有限公司
cq.1010jz.com,重庆兼职网
jialebihaishuishijie.cn,重庆加勒比海水世
cq.jiwu.com,重庆吉屋网
cqevi.net.cn,重庆机电职业技术学院
wed2008.com,重庆婚嫁网
cqczkj.gov.cn,重庆会计之家
cqkjwx.com,重庆会计网校
tianyanmao.cn,重庆话
cqhuamei.com.cn,重庆华美整形美容医院
68716871.com,重庆红楼医院
cqxxt.com,重庆和教育
cqepc.cn,重庆航天职业技术学院
cqhw.daoguo.com,重庆海外旅行社集团
haiwai.zudong.com,重庆海外旅行社
caribbeanwaterpark.cn,重庆海昌加勒比海水世界官网
12366.cqsw.gov.cn,重庆国税12366纳税服务综合平台
citscq.com,重庆国旅
cqguobin.com,重庆国宾妇产医院
cqdd.cq.cn,重庆广播电视大学
group.cqmmgo.com,重庆购物狂团购频道
love.cqmmgo.com,重庆购物狂情感交友
go.cqmmgo.com,重庆购物狂论坛
cqmmgo.com,重庆购物狂
cqgzf.net,重庆公租房信息网
chongqing.8684.cn,重庆公交网
cqjg.gov.cn,重庆公安交通管理信息网
cqipc.net,重庆工业职业技术学院
cqtbi.edu.cn,重庆工商职业学院
cqrz.edu.cn,重庆工商大学融智学院
paisi.edu.cn,重庆工商大学派斯学院
jwsys.ctbu.edu.cn,重庆工商大学教务管理系统
dean.ctbu.edu.cn,重庆工商大学教务处
www.ctbu.edu.cn,重庆工商大学
cqvie.edu.cn,重庆工程职业技术学院
cqgj.12371.gov.cn,重庆干部网络学院
cq.ganji.com,重庆赶集网
023dir.com,重庆分类目录
fsthr.com,重庆飞驶特人力资源管理有限公司
cqfdcxy.com,重庆房地产职业学院
house.cqnews.net,重庆房地产网
news.cq.fang.com,重庆房产新闻
blwzd.cn,重庆方言网
023fyw.com,重庆方言网
cqfyw.cn,重庆方言网
chongqinghua.cn,重庆方言网
chongqing.xiaomishu.com,重庆订餐小秘书
cqfishing.net,重庆钓鱼网
cqcet.com,重庆电子工程职业学院
cqdianxin.com,重庆电信宽带
cqepc.com.cn,重庆电力高等专科学校
cque.edu.cn,重庆第二师范学院
chongqing.edushi.com,重庆地图E都市
cqmap.8684.cn,重庆地图
cqdt.8684.cn,重庆地铁票价
cqdz.cn,重庆德庄实业（集团）有限公司
cqddzx.com,重庆当代整形美容医院
graduate.cqu.edu.cn,重庆大学研究生院
cqug.cn,重庆大学研究生院
news.cqu.edu.cn,重庆大学新闻网
5any.com,重庆大学网络教育学院
cqumzh.cn,重庆大学民主湖论坛
job.cqu.edu.cn,重庆大学就业信息网
jwc.cqu.edu.cn,重庆大学教务处
cce.cqu.edu.cn,重庆大学继续教育学院
cqucc.com.cn,重庆大学城市科技学院
zhaosheng.cqu.edu.cn,重庆大学本科招生在线
cqu.edu.cn,重庆大学
dph-fsi.com,重庆大坪医院
cq.takungpao.com,重庆大公网
520023.net,重庆城市生活门户
cswu.cn,重庆城市管理职业学院
cqcbepaper.cqnews.net,重庆晨报数字报
cqcb.com,重庆晨报官方网站
cqcp.net,重庆彩票网 
cq.bendibao.com,重庆本地宝
chongqing.baixing.com,重庆百姓网
cq.aoshu.com,重庆奥数网
cqaipu.com,重庆艾普宽带
cqume.com,重庆UME电影网站
chongqing.anjuke.com,重庆58安居客
cqck.gov.cn,重庆?城口
dianying.voc.com.cn,重口味电影
mc.qq.com,重火力官方网站
chongdugou.net,重渡沟风景区官方网站
jiaxiao.zyue.com,众悦学车网驾校排名查询
zyue.com,众悦网
zyu8.com,众娱网
ourseo.net,众优网
utourworld.com,众信旅游网
www.imzhongxin.com,众信金融
v.xxt.cn,众享在线课程
c.xxt.cn,众享学科测评
zhongtou8.cn,众投邦
ztsport.cn,众体商城
zotye.com,众泰汽车官网
021.net,众生网络
shen.qq.com,众神争霸-官方网站
17caifu.com,众盟广告联盟
zlfund.cn,众禄基金
e.zhonghuasuan.com,众划算招商
zhonghuasuan.com,众划算
ido.zhongheedu.com,众合教育学习平台
zhongheedu.com,众合教育
zhongguosou.com,众果搜
zczj.com,众筹之家
zhongchou.com,众筹网
zczq.com,众成证券
tubiao.17mcp.com,众彩网彩票图表走势图
17mcp.com,众彩网
zhongan.com,众安保险官网
jw.zhku.edu.cn,仲恺农业工程学院教务网络管理系统
jsw.zhku.edu.cn,仲恺农业工程学院教务处
zhku.edu.cn,仲恺农业工程学院
zhongdi168.com,种地网
zxzx8.com,钟祥在线
zhongxiang.gov.cn,钟祥新闻网
bbs.zxwindow.com,钟祥论坛
zxwindow.com,钟祥论坛
xinyi.com,钟吾网
zxtv.com.cn,钟视网
zscollege.com,钟山职业技术学院
520love520.com,钟爱一生婚纱摄影
xm.520love520.com,钟爱一生婚纱摄影
qqai.net,钟爱阁
zzxw.net,忠县忠州新闻网
ca168.com,中自网
zzy.cn,中资源 
cbda.cn,中装新网
cnzhongzhuan.com,中专中职技校招生网
zhongzhourc.com,中州人才网
zhzhu.edu.cn,中州大学
ciicsh.com,中智上海
zhongzhifaqian.com,中智法签
cn.tlscontact.com,中智法国签证中心
ciicbj.com,中智北京
ciic.com.cn,中智
zzdjw.com,中直党建网
csindex.com.cn,中证指数有限公司
cs.com.cn,中证网
fjfqrd.cn,中征网
coscon.com,中远集运
cosco.com,中远集团
ccnew.com,中原证券
zytx.com.cn,中原油田信息港
itv.zynews.com,中原网影视频道
news.zynews.com,中原网新闻频道
naoke.zynews.com,中原网脑科频道
city.zynews.com,中原网城市频道
zynews.com,中原网
tj.centanet.com,中原天津房产网
zyloushi.com,中原楼市网
zyjjw.cn,中原经济网 
jk.zynews.com,中原健康网
centaline.com.cn,中原集团
zsc.zzti.edu.cn,中原工学院招生网
zcib.cn,中原工学院信息商务学院
jwc.zzti.edu.cn,中原工学院 教务处
zzti.edu.cn,中原工学院
centanet.com,中原地产
design.yuanlin.com,中园园林设计网
zhongyu.com,中域商城
badmintoncn.com,中羽在线网  
bbs.badmintoncn.com,中羽在线社区
chem.chem365.net,中宇资讯化工网
chem365.net,中宇资讯
joyou.com.cn,中宇卫浴
fish960.com,中渔网
lieren.dawawa.com,中娱在线-《猎刃》官方网站
fjszc.com,中娱网
cnoil.com,中油网
183read.com,中邮阅读网
cnpl.com.cn,中邮物流有限责任公司
e1988.com,中邮网
11185.com.cn,中邮快购网上商城
postfund.com.cn,中邮基金
cfbase.com.cn,中影培训基地
ba.nsmovie.com,中影南国影城（深圳宝安）
hk.nsmovie.com,中影南国影城
qj.nsmovie.com,中影国际影城·欢乐海岸
chinafilmhy.com,中影国际影城
cfc.com.cn,中影·国际影城
sinowealth.com,中颖电子
school.uker.net,中英网学习中心
bbs.uker.net,中英网论坛
uker.net,中英网
aviva-cofco.com.cn,中英人寿保险有限公司
yintongcard.com,中银通支付
bocim.com,中银基金官方网站
bocichina.com,中银国际证券
bocionline.com,中银国际
musiceol.com,中音在线
generalichina.com,中意人寿保险有限公司
ly333.com,中易旅游网
artsbuy.com,中艺网
12530.com,中移动音乐门户
zhong-yao.net,中医中药网
21nx.com,中医中药秘方网
bbs.zhongyao.org.cn,中医中药论坛
cnzyao.com,中医药网
xwysw.net,中医养生堂
wujue.com,中医五绝网
zysj.com.cn,中医世家
tcm361.com,中医全说网
zhongyibaodian.com,中医宝典
tcm100.com,中医e百_
ccedu24.com,中业教育官网
mcc.com.cn,中冶集团
zhongyao1.com,中药一号网
dianshu119.com,中药药用价值网
zhongyao.org.cn,中药网
zhongyao365.com,中药健康网
zhongyf.com,中药方大全
zhongyoo.com,中药查询
yaocaizhongzi.com,中药材种植指南网 
yt1998.com,中药材药通网
jiage.zyctd.com,中药材天地网市场报价栏目
zyctd.com,中药材天地网
sj.zyctd.com,中药材天地网
e138.net,中药材批发网
zycmmt.com,中药材诚实通
zycg.gov.cn,中央政府采购网
kjwyh.ccom.edu.cn,中央音乐学院考级委员会
kaoji.com.cn,中央音乐学院考级委员会
fuzhong.ccom.edu.cn,中央音乐学院附属中等音乐学校
ccom.edu.cn,中央音乐学院
zhongyang1.com,中央一台在线直播
cndfilm.com,中央新影集团
chntheatre.edu.cn,中央戏剧学院
wxyjs.org.cn,中央文献研究室
zytzb.gov.cn,中央统战部
cicp.edu.cn,中央司法警官学院
chinese.joins.com,中央日报中文网
nmc.cn,中央气象台网
typhoon.weather.gov.cn,中央气象台台风网
sea.weather.gov.cn,中央气象台-海洋气象
weather.gov.cn,中央气象台
cwb.gov.tw,中央气象局全球信息网
grs.muc.edu.cn,中央民族大学研究生院
mdfz.com.cn,中央民族大学附属中学
zb.muc.edu.cn,中央民族大学本科生招生网
www.muc.edu.cn,中央民族大学
cafa.com.cn,中央美院艺术资讯网
faschool.net,中央美术学院附属中等美术学校
cafa.edu.cn,中央美术学院
ccdi.gov.cn,中央纪委监察部网站
mos.gov.cn,中央纪委监察部网站
12388.gov.cn,中央纪委监察部举报网站
huijin-inv.cn,中央汇金公司
chinabond.com.cn,中央国债登记结算有限责任公司
crtvu.edu.cn,中央广播电视大学
chunwan.cntv.cn,中央电视台春晚官网
xk.openedu.com.cn,中央电大形成性评测系统
gs.cufe.edu.cn,中央财经大学研究生院
sf.cufe.edu.cn,中央财经大学金融学院
www.cufe.edu.cn,中央财经大学
zhongyang13.com,中央13台在线直播
t3.com.cn,中演票务通
ent.chinairn.com,中研网娱乐
news.chinairn.com,中研网新闻频道
xinshangmeng.com,中烟新商盟
1688ru.com,中亚商务网
02456789.com,中讯国际
zekv.com,中讯财务官方网站
zuowen.zxxk.com,中学作文网
ruiwen.com,中学语文教学资源网
zx98.com,中学数学网
chinazuowen.com,中学生优秀作文网
today99.com,中学生日记网
fox2008.cn,中学生读书网
zxls.com,中学历史教学园地
school.aoshu.com,中学库
zxkeben.szxuexiao.com,中学课本网
zhxjyw.com,中学教育网
e-huaxue.com,中学化学资料网 
ztehn.com,中兴威武官网
job.zte.com.cn,中兴通讯全球招聘门户
zte.com.cn,中兴通讯股份有限公司
myzte.com,中兴手机商城
ztedevice.com.cn,中兴手机官网
zxauto.com.cn,中兴汽车
vimicro.com.cn,中星微电子
citichmc.com,中信重工机械股份有限公司
bigsun.com.cn,中信证券（浙江）大阳网站
cs.ecitic.com,中信证券
creditcard.ecitic.com,中信银行信用卡中心官网
bank.ecitic.com,中信银行
cards.ecitic.com,中信信用卡中心
trust.ecitic.com,中信信托
photo.chinaxinge.com,中信网专题图库
citicsf.com,中信期货有限公司
ecitic.com,中信金融网
www.csc108.com,中信建投证券
citic.com,中信集团
cc1588.com,中信会计网
guoanwine.com,中信国安葡萄酒业股份有限公司
bbs.chinanews.com,中新网社区
mil.chinanews.com,中新网军事频道
gx.chinanews.com,中新网广西新闻
finance.chinanews.com,中新网财经
jl.chinanews.com,中新网·吉林新闻
eco-city.gov.cn,中新天津生态城门户网站
ossc.sipac.gov.cn,中新苏州工业园区一站式服务中心
sc.chinanews.com,中新四川网
auto.chinanews.com,中新汽车频道
it.chinanews.com,中新IT频道
5156zuowen.cn,中小学作文阅读答案网
res.kingsunsoft.com,中小学资源网
968816.com,中小学语文朗诵 - 语文课文朗诵
g12e.com,中小学教育网
ntce.cn,中小学教师资格考试
ccfei.com,中纤网
news.wudao.com,中舞网资源资讯站
v.wudao.com,中舞网舞蹈视频库
wudao.com,中舞网 
dance365.com,中舞网
zhong5.cn,中吴网
subom.net,中文字幕下载
zhongwenzhuanpinyin.51240.com,中文转拼音
chinesehelper.cn,中文助手
chineseall.com,中文在线
haha365.com,中文幽默王
mha.cn,中文医疗资讯网
bbs.cnsat.net,中文寻星电视论坛
cnsat.net,中文寻星
tingzh.com,中文听书网
chinesebibleonline.com,中文圣经在线 
baywatch.cn,中文期刊网
cnkanshu.com,中文看书网
199it.com,中文互联网数据研究中心
world.chinadaily.com.cn,中文国际 
hi-fm.com,中文广播网
cn.azlyricdb.com,中文歌词网
cnlyric.com,中文歌词库
code.mcdvisa.com,中文电码查询
ask.zwbk.org,中文百科在线
zwbk.org,中文百科
minilinux.net,中文Puppy Linux开发者之家
mysql.cn,中文MySQL
cnrepair.com,中维网
jovision.com,中维世纪
jovetech.com,中维世纪
zwauto.com,中威汽车电子技术论坛
bbs.zwauto.com,中威汽车电子技术论坛
zwcad.com,中望cad
cnwnews.com,中网资讯中心
cnzol.com,中网在线
news.ctoy.com.cn,中外玩具资讯 
ctoy.com.cn,中外玩具网
0471.teambuy.com.cn,中团网呼和浩特站
0755.teambuy.com.cn,中团网(深圳)
020.teambuy.com.cn,中团网（广州站）
028.teambuy.com.cn,中团网(成都站)
teambuy.com.cn,中团网
www.china-invs.cn,中投证券
zngay.com,中同驿站
ztsns.com,中同空间 
zto-kd.com,中通速递单号查询
zto.cn,中通速递
xfhex.cn,中通快递网点查询
zto5.com,中通快递单号查询
ztky.com,中铁物流集团官方网站
cr11g.com.cn,中铁十一局集团有限公司
cr15g.com,中铁十五局集团有限公司
crssg.com,中铁十四局集团有限公司
zt17.com,中铁十七局集团有限公司
cr12h.com.cn,中铁十二局集团中心医院
gk.cr12h.com.cn,中铁十二局集团中心医院
cr12g.com.cn,中铁十二局集团有限公司
cr18g.com,中铁十八局集团有限公司
crsg.com.cn,中铁六局集团有限公司
cre.cn,中铁快运物流网
95572.com,中铁快运物流网
ztjs.net.cn,中铁建设集团
cr20g.com,中铁二十局集团
crfsdi.com.cn,中铁第四勘察设计院
chinaztt.com,中天科技集团
zjzhongtian.com,中天集团
ctitv.com.tw,中天电视
zhongti.com,中体网
www.hnztbl.com,中体倍力健身俱乐部
zthx.com,中泰化学 首页
info.21cp.com,中塑资讯
21cp.com,中塑在线
zixun.zhongsou.com,中搜资讯
t.zhongsou.com,中搜微博搜索
img.zhongsou.com,中搜图片
video.zhongsou.com,中搜视频搜索
zhongsou.net,中搜行业中国
zhongsou.com,中搜
zhongshungroup.com,中顺洁柔
taxchina.com,中税网
zshouyou.com,中手游-中国手游网
ctv.com.tw,中视全球资讯网
igocctv.com,中视购物
vrp3d.com,中视典数字科技
bbs.zs8q.com,中式八球网论坛
zs8q.com,中式八球网
star.chinatimes.com,中時電子報影視頻道
chinatimes.com,中时电子报
95105888.com,中石化浙江石油分公司
yzs.com,中诗网
auditcn.com,中审网校
fashion.chinaluxus.com,中奢网时尚频道
brand.chinaluxus.com,中奢网品牌库
ccppg.com.cn,中少在线
chinaec.com,中商网
askci.com,中商情报网
njzsgroup.com,中商集团
ctszs.com,中山中国旅行社
zs.job5156.com,中山智通人才网
zspt.cn,中山职业技术学院
zsbtv.com.cn,中山之窗
zszq.com,中山证券
zszk.com,中山招考网
zhongshan.edeng.cn,中山易登网
zsnews.cn,中山网
zs.meituan.com,中山团购网
go.oncity.cc,中山同城信息网
zhongshan.tianqi.com,中山天气预报
four-seas.cn,中山四海家具制造有限公司
0760.com,中山视窗
zsszyy.com,中山市中医院
china-inse.com,中山市樱雪集团有限公司
xiaolan.gov.cn,中山市小榄镇政府信息网
shxf.net,中山市深华消防工程公司
zsph.com,中山市人民医院
gdzs.lss.gov.cn,中山市人力资源和社会保障局
jcjob.cn,中山市菊城人才网
0760js.com,中山市交警服务网
zsjx.cn,中山市技师学院
huayilighting.com,中山市华艺灯饰照明股份有限公司
zsqz.com,中山市华侨中学
gdzs110.gov.cn,中山市公安局
dongsheng.gov.cn,中山市东升镇人民政府
zsboai.com,中山市博爱医院
zhongshan.safetree.com.cn,中山市安全教育平台
0760rc.com,中山人才网
zs.job-sky.com,中山人才网
house.zsnews.cn,中山楼市网
zsedu.net,中山教育信息港
edu.zsnews.cn,中山教育网
zsjz.com,中山纪念中学
zhongshan.jiwu.com,中山吉屋网
zstp.cn,中山火炬职业技术学院
zscits.com.cn,中山国旅官方网站
zsnet.com,中山国际网 
zs.job001.cn,中山国际人才网 
zhongshan.8684.cn,中山公交车线路查询
zhongshan.ganji.com,中山赶集网
zssom.sysu.edu.cn,中山大学中山医学院
gzzoc.com,中山大学中山眼科中心
graduate.sysu.edu.cn,中山大学研究生院
xh.sysu.edu.cn,中山大学新华学院
maybe520.net,中山大学网址导航
library.sysu.edu.cn,中山大学图书馆
syshospital.com,中山大学孙逸仙纪念医院
jwxt.nfsysu.cn,中山大学南方学院教务管理系统
nfu.edu.cn,中山大学南方学院 
nfsysu.cn,中山大学南方学院
lingnan.sysu.edu.cn,中山大学岭南（大学）学院
jwc.sysu.edu.cn,中山大学教务处
ce.sysu.edu.cn,中山大学化学与化学工程学院
